p1 p2 p3
0.117 1.943 0
-0.030 1.821 0
1.647 -0.848 1
-0.140 0.204 0
1.877 0.469 1
1.190 -0.675 0
1.178 1.708 1
1.777 0.776 1
0.143 1.574 0
-0.677 1.705 1
0.919 0.992 0
-0.245 1.149 0
1.544 1.445 1
0.555 -0.631 0
1.278 -0.699 1
0.092 -0.823 0
1.934 0.155 0
-0.040 0.279 0
-0.784 -0.847 0
0.305 1.601 1
0.051 -0.666 0
0.167 -0.378 0
-0.080 1.956 0
-0.197 0.715 1
1.194 1.835 0
-0.972 -0.528 0
0.464 -0.327 0
0.547 1.040 0
1.879 1.397 0
0.285 0.456 1
-0.523 1.488 1
0.723 -0.019 0
0.515 1.317 1
-0.767 1.429 1
-0.190 -0.524 0
-0.594 0.503 1
1.065 -0.887 1
0.390 1.130 0
1.206 -0.734 0
0.224 1.791 0
0.714 0.194 0
1.165 1.856 0
0.959 1.711 0
-0.970 0.918 0
0.535 0.522 1
1.521 0.125 1
-0.411 1.551 1
0.564 -0.486 1
0.159 1.281 1
0.641 0.344 0
-0.497 0.082 0
1.123 0.431 1
0.437 1.547 1
1.602 0.477 1
-0.336 1.823 1
0.225 0.409 1
-0.890 1.949 1
0.031 0.709 1
1.257 1.182 1
-0.722 -0.254 1
0.475 1.338 1
1.781 -0.886 1
0.356 1.120 0
-0.755 1.960 0
0.049 1.455 0
0.593 1.321 0
0.591 0.824 1
0.310 0.457 0
1.241 1.598 1
-0.236 -0.818 1
0.813 0.368 1
0.548 0.201 0
1.013 1.283 0
-0.190 -0.561 1
-0.236 1.381 0
-0.412 -0.623 1
1.550 1.919 1
0.141 0.387 1
-0.260 0.714 0
1.283 0.060 0
-0.073 1.469 1
-0.282 0.545 0
0.259 1.110 1
0.373 -0.122 0
0.773 0.118 1
-0.272 0.320 0
-0.272 -0.137 0
1.154 0.684 1
0.940 1.939 1
-0.756 -0.325 0
-0.888 0.493 1
-0.855 1.218 0
0.169 0.563 1
1.895 0.796 0
1.593 -0.593 1
0.754 0.777 0
1.756 -0.159 0
0.535 0.756 1
-0.752 1.568 0
-0.058 1.879 1
0.219 0.514 0
-0.098 1.185 1
0.705 -0.839 1
1.896 -0.068 0
0.966 0.879 1
-0.705 1.936 1
0.817 0.260 0
0.690 1.899 1
-0.040 -0.547 0
1.230 -0.252 0
0.323 -0.505 1
0.953 1.964 1
1.387 -0.355 0
1.116 0.918 0
0.521 1.718 0
-0.464 1.202 0
1.319 1.417 1
-0.084 -0.036 1
-0.071 -0.331 0
-0.818 -0.758 1
0.387 0.954 0
0.815 -0.705 1
1.954 1.644 1
0.185 -0.063 1
0.443 1.331 1
1.886 0.873 1
0.559 1.163 1
0.065 1.027 0
0.228 1.177 0
-0.240 -0.118 0
0.930 -0.367 1
1.229 0.808 0
-0.963 0.344 0
1.288 1.398 1
0.140 1.016 1
-0.360 0.799 1
-0.611 1.573 1
1.211 0.050 1
-0.180 -0.502 0
-0.517 1.408 0
-0.308 -0.840 0
0.826 0.689 0
-0.180 -0.848 0
-0.168 -0.404 1
0.908 -0.377 1
1.650 -0.944 0
-0.118 -0.391 0
1.317 0.550 1
0.223 -0.630 1
1.092 0.449 0
0.302 1.721 0
-0.211 1.344 1
1.711 0.365 1
-0.886 1.384 1
1.599 0.227 1
-0.010 0.607 1
-0.998 0.791 1
0.901 0.270 0
0.179 -0.575 0
1.216 1.190 1
1.947 -0.277 1
0.528 1.070 0
1.007 0.833 0
-0.015 -0.164 1
-0.714 0.792 0
-0.376 0.969 1
-0.733 1.858 1
0.705 -0.161 1
1.318 -0.153 0
1.041 1.040 0
0.032 -0.537 0
1.338 1.719 1
0.559 1.632 1
1.520 0.914 0
0.934 1.834 0
-0.931 1.883 0
0.417 -0.559 0
1.357 1.442 1
0.823 0.044 0
0.974 -0.706 0
0.856 1.793 0
1.070 0.365 1
1.441 1.724 0
0.681 1.137 0
1.060 1.096 0
0.067 1.980 1
-0.917 0.724 0
-0.957 0.486 0
1.103 1.312 0
0.311 1.804 1
-0.731 -0.214 1
-0.201 0.971 0
-0.384 -0.373 1
-0.012 0.246 1
0.405 -0.794 0
1.247 1.444 1
-0.550 0.115 1
1.170 0.268 1
0.455 -0.497 0
1.905 0.645 0
0.345 -0.594 0
1.488 1.055 0
-0.397 0.084 1
-0.820 0.870 0
-0.401 1.351 1
-0.206 -0.318 0
1.924 -0.089 1
-0.965 1.639 0
0.729 0.691 1
0.829 0.778 1
1.048 0.171 1
0.656 1.359 0
0.143 1.722 0
0.888 1.195 0
0.826 -0.064 1
1.116 0.992 0
-0.197 -0.037 0
-0.510 0.674 0
2.000 -0.162 0
-0.954 0.724 0
0.896 1.821 0
1.043 -0.489 1
-0.136 1.727 0
0.296 1.628 1
-0.504 1.260 1
0.509 1.224 0
1.939 1.345 1
1.608 0.335 0
-0.770 0.464 0
1.074 -0.779 0
-0.370 0.987 1
0.278 0.697 1
1.953 -0.492 1
0.812 1.466 1
1.902 0.173 0
-0.175 0.453 1
0.404 0.020 0
-0.647 0.142 0
1.940 0.309 1
-0.345 0.901 0
-0.120 1.854 1
0.548 0.324 1
-0.183 -0.641 0
1.733 0.559 1
-0.101 1.749 0
-0.863 -0.357 1
0.163 0.507 0
1.243 -0.166 1
1.868 0.003 1
-0.581 -0.051 1
-0.170 1.829 1
0.258 1.689 0
0.751 0.133 0
-0.090 -0.017 1
1.558 -0.048 1
-0.590 -0.690 0
-0.267 1.547 0
1.018 -0.958 1
-0.355 1.731 0
0.549 1.770 1
-0.112 0.208 0
-0.293 -0.356 0
0.609 1.904 1
-0.583 1.700 0
0.845 0.301 0
1.161 0.197 1
0.856 1.768 0
1.309 1.950 0
0.456 0.900 1
-0.546 1.663 1
-0.650 -0.157 1
-0.255 -0.738 0
-0.537 -0.365 0
-0.783 1.228 1
0.276 -0.466 0
-0.869 -0.068 0
-0.839 1.357 1
0.301 -0.034 0
-0.291 0.806 1
0.431 1.479 1
1.068 1.808 0
-0.554 0.507 0
1.277 -0.156 0
0.829 0.310 1
-0.406 0.284 1
-0.050 0.702 0
0.833 -0.279 1
1.401 1.387 0
0.699 -0.697 0
-0.670 1.292 1
0.117 -0.933 1
1.774 -0.103 0
0.570 0.272 0
-0.006 0.573 0
1.426 0.734 1
-0.198 0.913 1
-0.720 1.155 0
0.904 0.064 0
1.278 1.463 1
-0.774 -0.936 1
1.459 -0.863 0
0.247 0.172 0
1.081 1.549 0
1.340 -0.797 0
0.960 1.292 1
0.097 0.861 0
1.798 1.513 1
1.665 0.071 1
0.522 1.249 0
1.081 1.315 0
0.613 0.760 1
0.606 0.963 1
0.442 -0.140 0
-0.946 1.609 0
1.601 1.254 1
1.128 1.399 0
1.238 0.867 0
1.755 0.371 1
1.391 1.180 0
-0.584 -0.215 0
-0.681 -0.435 1
-0.519 0.455 0
0.836 -0.387 0
1.543 0.085 0
-0.353 0.473 0
0.750 1.600 1
0.676 0.181 1
0.139 -0.517 1
0.406 0.998 1
0.969 1.104 1
-0.793 1.737 0
1.056 -0.945 1
0.672 1.103 1
1.102 -0.516 0
0.948 0.021 1
1.034 1.428 1
1.074 -0.026 1
1.334 -0.852 1
0.307 0.330 1
0.371 1.457 1
0.463 0.684 1
-0.261 -0.941 0
0.245 -0.817 1
-0.415 -0.120 1
0.580 1.863 1
1.946 0.402 0
-0.051 0.985 0
1.082 0.994 1
0.723 0.364 0
-0.193 -0.749 0
-0.507 0.702 0
0.826 0.319 1
0.408 1.926 1
0.064 -0.764 1
0.506 1.517 1
0.002 1.261 1
1.044 0.846 0
1.012 -0.792 1
-0.161 1.505 0
0.685 0.782 0
0.594 0.643 0
1.170 0.909 1
0.235 0.295 0
0.503 1.070 0
-0.757 0.723 0
0.945 0.635 1
1.988 1.740 0
1.309 -0.803 0
1.064 0.051 0
0.300 0.904 1
-0.382 0.580 0
1.843 -0.207 1
-0.312 -0.190 0
1.421 0.123 0
1.532 1.111 0
1.402 -0.290 0
1.966 -0.924 1
1.381 -0.744 0
0.693 1.852 0
-0.496 1.689 1
-0.361 1.478 0
1.810 1.488 1
1.286 0.211 0
0.557 0.025 0
0.004 -0.133 0
-0.439 1.893 0
-0.615 -0.850 0
-0.476 1.239 1
1.578 1.985 0
0.373 0.100 1
1.620 0.854 1
-0.411 1.736 1
1.770 1.127 0
1.543 -0.039 1
0.843 -0.603 0
1.827 0.480 1
0.542 -0.188 0
0.589 -0.782 0
1.794 -0.590 0
-0.133 1.656 1
0.079 -0.551 1
-0.080 -0.834 0
0.769 0.744 1
0.562 1.339 0
0.456 0.998 0
1.498 1.324 0
0.288 0.139 0
1.652 0.157 0
0.302 1.647 0
0.507 0.099 1
1.758 0.892 0
1.433 -0.037 0
-0.531 -0.532 0
-0.977 1.454 1
0.141 0.522 0
1.424 -0.503 0
0.698 0.092 0
0.675 1.575 0
1.623 1.436 0
-0.967 1.056 1
1.285 1.370 0
1.314 0.535 0
1.277 -0.403 0
0.221 1.159 0
1.748 1.043 1
-0.319 -0.036 1
1.734 -0.810 0
1.175 1.211 0
1.495 0.408 0
1.074 -0.285 1
0.846 -0.711 1
1.969 -0.822 0
-0.510 0.982 0
-0.991 -0.473 1
-0.648 0.524 1
1.232 1.243 0
-0.084 0.174 1
0.895 -0.303 0
1.550 1.747 0
1.815 -0.519 0
1.848 0.946 0
1.695 0.744 1
-0.042 1.698 1
0.461 -0.478 0
-0.083 -0.517 1
1.594 -0.926 0
0.983 -0.327 1
0.464 -0.784 1
1.972 1.860 1
1.665 -0.348 1
1.588 1.192 0
-0.656 -0.694 0
0.757 0.706 1
1.539 0.661 0
0.959 1.662 0
-0.492 1.087 1
1.566 1.873 1
-0.933 1.177 0
-0.831 -0.955 1
-0.081 0.079 0
0.918 -0.898 0
0.990 1.829 1
0.849 -0.473 1
1.762 -0.313 1
0.221 1.689 1
-0.395 1.468 0
-0.151 1.181 1
1.111 -0.124 0
0.437 1.152 0
-0.571 1.836 1
1.911 0.639 0
1.596 -0.170 1
1.752 -0.100 1
0.871 -0.772 0
1.331 1.750 0
-0.931 -0.377 1
-0.760 -0.106 0
0.893 -0.837 1
1.628 -0.743 0
1.270 0.886 0
1.531 -0.680 1
1.680 0.050 1
-0.791 0.454 0
1.495 0.470 0
0.476 0.252 1
0.307 -0.151 1
-0.964 0.862 1
-0.736 1.115 0
-0.184 0.321 1
1.403 1.748 1
-0.704 0.887 1
1.984 0.118 1
0.847 1.377 0
1.820 0.819 1
-0.939 0.493 0
1.617 0.998 0
-0.912 -0.839 1
1.299 -0.307 1
1.963 1.863 1
1.349 0.162 1
0.946 1.970 1
0.136 -0.779 0
0.852 -0.926 1
-0.747 -0.427 1
0.385 0.322 1
1.849 0.144 0
0.470 -0.247 0
0.960 0.416 0
-0.411 1.625 0
-0.154 0.759 1
0.112 0.753 1
1.322 1.765 0
1.633 0.841 1
-0.909 -0.417 1
-0.702 1.815 0
1.078 1.250 1
-0.855 1.157 1
0.767 0.025 0
-0.566 0.235 0
1.526 0.723 0
0.979 0.645 0
0.949 -0.953 0
1.484 -0.468 0
1.184 1.924 1
0.874 1.935 1
0.268 1.834 0
-0.368 -0.887 0
0.459 1.149 0
-0.872 -0.120 1
0.574 -0.539 1
0.954 0.940 1
-0.686 0.918 1
-0.742 1.220 1
0.608 -0.443 1
-0.923 0.200 1
-0.065 -0.362 0
0.672 1.251 1
-0.333 1.974 0
0.856 1.966 0
-0.605 1.271 0
-0.667 1.492 1
0.269 0.453 1
1.029 0.867 0
-0.675 0.003 1
-0.574 -0.650 0
0.822 1.290 0
0.893 1.757 1
-0.425 -0.093 0
0.025 0.789 0
-0.712 -0.997 0
1.968 0.374 1
-0.113 0.615 0
1.760 1.993 0
1.853 -0.999 1
1.659 -0.984 1
0.557 -0.024 0
0.482 0.037 1
0.591 0.245 0
-0.069 0.202 1
-0.896 1.733 1
0.933 -0.451 1
1.132 0.921 0
1.969 -0.662 0
0.935 1.180 0
-0.591 0.383 0
1.327 0.104 0
1.846 0.388 0
-0.988 -0.162 0
1.428 -0.721 0
1.917 1.422 1
1.192 0.536 0
0.522 1.113 1
-0.603 -0.468 0
1.198 0.728 1
-0.141 0.858 0
1.538 1.969 0
0.280 1.662 0
0.689 -0.238 1
0.588 0.982 1
-0.311 1.589 0
1.262 -0.924 1
0.797 0.821 0
0.674 1.760 1
-0.172 0.050 1
0.417 -0.263 1
1.486 0.423 0
0.638 0.933 0
0.696 1.979 1
0.374 1.830 1
1.940 -0.024 0
-0.115 -0.202 0
1.588 1.229 1
1.985 1.429 1
-0.766 0.442 0
0.379 -0.128 0
-0.976 0.541 0
-0.008 -0.836 1
0.996 -0.992 1
0.305 1.564 1
0.410 0.212 1
1.690 -0.114 1
1.080 -0.254 1
1.738 1.836 1
0.710 0.758 0
-0.402 -0.663 0
-0.775 -0.714 1
-0.694 -0.127 0
0.108 1.589 1
0.123 -0.187 0
1.729 1.481 0
0.862 1.750 0
-0.320 1.666 1
0.228 0.832 1
0.109 1.071 0
-0.854 0.096 1
-0.947 -0.824 1
-0.901 0.801 0
-0.227 -0.648 1
-0.545 0.763 1
-0.918 -0.808 1
-0.191 0.684 1
-0.316 0.843 1
1.308 0.492 0
0.505 -0.657 0
0.988 0.666 0
1.027 -0.048 1
0.110 -0.421 0
1.619 1.483 1
-0.511 1.821 0
-0.124 -0.360 1
-0.173 1.542 1
0.944 1.350 1
1.051 0.778 1
-0.139 -0.906 0
0.642 -0.211 1
1.886 1.243 0
-0.029 1.390 0
-0.167 1.388 1
0.630 -0.717 1
1.407 0.678 1
-0.232 1.396 0
1.534 -0.850 0
-0.580 1.210 1
1.695 1.064 0
-0.152 -0.906 0
1.260 1.234 1
0.865 1.642 1
-0.178 0.364 0
-0.824 -0.998 1
1.529 1.380 0
-0.295 1.210 1
0.418 1.762 0
1.935 1.527 0
0.748 -0.117 1
0.236 1.766 1
0.335 0.334 1
1.201 0.632 0
-0.119 0.263 0
0.977 -0.949 0
-0.686 1.708 1
0.603 1.503 0
-0.887 1.927 1
-0.664 1.360 1
0.650 0.736 0
1.992 1.213 1
-0.482 0.838 1
1.275 -0.788 0
1.864 1.159 1
1.110 1.392 0
0.725 1.181 0
-0.021 0.015 1
-0.639 1.274 0
0.252 1.893 0
0.586 -0.970 1
1.522 1.731 0
1.105 -0.402 0
1.937 -0.545 1
-0.157 1.015 0
1.535 1.546 0
-0.719 -0.460 1
1.574 0.375 1
-0.209 -0.013 1
-0.131 0.534 1
1.964 1.062 0
0.123 -0.828 0
1.949 0.688 0
-0.736 1.325 0
0.782 0.349 1
0.772 1.252 0
0.724 -0.586 1
0.017 1.769 1
0.588 0.476 0
1.593 -0.420 1
-0.921 1.683 1
-0.353 -0.391 0
0.122 0.072 0
-0.783 1.339 0
-0.800 -0.098 1
0.561 -0.859 0
1.681 1.989 1
0.495 -0.395 1
1.160 1.036 0
1.722 1.882 1
1.784 -0.032 1
0.168 1.007 1
0.589 -0.733 1
1.315 -0.760 0
1.836 0.305 0
-0.467 1.396 0
0.340 1.672 1
1.414 0.179 0
-0.197 0.518 1
0.107 -0.486 1
0.152 1.879 1
-0.351 0.883 0
1.868 0.015 1
-0.701 0.656 1
0.322 0.741 1
0.872 1.426 1
0.106 0.759 1
0.071 1.342 1
1.369 1.997 0
0.823 0.439 0
0.147 0.936 0
1.608 -0.022 1
-0.301 0.945 0
1.798 0.773 0
-0.159 -0.382 1
0.985 0.528 1
0.277 -0.897 0
0.317 -0.832 0
-0.069 0.436 0
-0.169 0.176 0
1.286 -0.122 1
0.787 1.922 0
1.712 -0.758 1
0.998 -0.003 0
1.802 0.233 1
1.170 0.552 0
0.704 0.777 0
1.227 -0.379 1
-0.546 -0.646 0
1.652 0.466 1
0.312 1.336 1
0.814 -0.101 1
-0.907 0.314 0
0.306 0.626 0
0.501 0.438 1
0.277 1.573 1
-0.539 1.744 0
-0.236 -0.781 0
0.455 -0.509 0
-0.975 -0.063 1
-0.147 0.494 1
0.875 1.318 0
0.248 -0.543 0
-0.981 -0.488 1
-0.212 -0.694 0
1.382 1.553 1
1.511 0.522 1
1.445 0.703 1
0.675 1.476 1
-0.421 1.776 1
1.095 0.760 0
-0.623 0.475 1
0.474 1.523 1
-0.013 0.727 0
1.740 -0.199 0
-0.554 1.013 1
-0.627 1.853 0
0.012 0.703 1
0.743 1.496 0
0.502 -0.610 1
1.444 1.431 0
-0.382 1.221 0
1.623 0.585 0
1.286 0.236 0
0.318 1.440 0
0.988 0.691 1
0.787 1.367 1
1.095 0.403 1
-0.154 0.956 1
1.199 0.074 1
0.198 -0.642 1
-0.553 -0.369 0
0.769 0.608 0
1.878 -0.444 0
1.041 0.966 1
0.750 1.218 0
1.384 -0.753 0
-0.122 0.211 0
-0.610 0.155 0
-0.034 -0.319 0
0.208 1.615 0
0.940 1.668 0
1.875 -0.891 0
0.282 0.429 0
0.650 1.007 1
-0.640 1.779 1
1.348 0.902 0
-0.230 -0.577 1
-0.328 -0.057 1
1.657 1.286 0
-0.451 1.165 0
1.060 0.849 0
-0.541 -0.171 0
1.238 1.484 0
1.774 -0.251 1
-0.995 0.782 1
0.086 1.629 1
0.065 0.891 1
1.543 -0.606 0
0.345 -0.150 0
0.182 -0.473 1
-0.675 -0.084 0
0.263 0.398 0
0.376 -0.094 1
-0.401 0.598 0
1.091 1.522 0
1.896 0.278 1
0.617 -0.310 1
1.078 1.472 1
-0.008 1.892 1
0.628 1.442 1
1.475 1.499 0
1.915 0.000 0
0.882 1.103 1
0.532 -0.148 1
-0.086 1.851 1
-0.372 -0.076 1
-0.501 0.782 0
1.240 -0.305 1
1.118 -0.846 1
-0.374 -0.462 0
1.141 0.782 0
0.601 0.044 0
-0.838 0.371 0
0.870 0.363 1
-0.673 0.845 1
-0.642 1.529 1
1.674 -0.314 1
1.546 -0.196 0
1.463 1.265 0
1.805 0.002 1
-0.492 1.174 0
0.729 0.826 0
-0.487 -0.439 1
0.463 0.203 1
1.404 1.464 0
-0.953 -0.386 1
-0.339 1.142 0
1.738 1.429 1
1.657 1.409 0
1.353 -0.759 0
-0.017 1.969 1
-0.406 0.198 0
0.787 1.749 0
0.387 1.337 0
0.107 0.229 0
-0.786 0.917 0
1.201 0.780 0
1.446 -0.246 0
0.885 0.995 0
0.675 1.550 1
1.862 0.021 1
1.048 0.232 0
0.058 1.896 0
-0.396 -0.718 0
0.955 -0.120 1
0.601 0.069 0
1.923 1.786 1
1.854 1.187 0
0.554 0.318 1
1.067 -0.218 0
1.997 -0.597 0
1.166 0.894 1
1.289 0.522 1
-0.367 1.780 1
0.689 0.046 1
0.837 -0.745 1
-0.989 0.566 1
0.371 -0.976 1
0.961 0.231 1
1.383 0.012 1
1.462 -0.921 0
-0.089 1.700 1
1.998 1.367 0
-0.786 1.460 1
1.938 1.912 0
-0.894 -0.117 1
0.875 1.417 0
-0.709 -0.883 1
-0.043 -0.192 1
1.696 0.201 0
-0.779 0.566 1
-0.199 -0.608 1
-0.074 -0.939 1
-0.023 1.507 1
-0.112 -0.113 1
-0.183 -0.752 1
-0.191 0.191 0
1.468 -0.459 0
-0.383 -0.989 1
-0.032 0.869 1
-0.209 -0.395 1
0.577 -0.400 0
1.704 1.789 1
-0.892 1.329 1
0.946 -0.734 0
0.265 1.202 0
0.667 -0.038 1
1.975 -0.742 1
-0.097 0.359 1
-0.281 -0.245 1
1.914 0.827 0
1.868 0.508 1
0.515 1.958 1
-0.987 -0.778 0
1.408 -0.099 0
1.303 1.821 1
0.521 1.693 0
-0.225 -0.213 1
0.335 0.593 1
1.689 0.491 1
1.219 1.416 1
1.859 -0.475 0
0.767 -0.135 1
0.989 0.037 1
1.127 -0.133 0
-0.995 1.065 1
0.335 -0.098 1
-0.613 -0.132 1
0.652 -0.658 1
0.508 -0.740 0
0.891 0.779 0
0.959 1.945 1
-0.243 -0.639 1
0.888 0.850 1
1.176 1.125 1
-0.667 1.455 0
0.628 1.331 0
-0.448 1.131 1
0.485 0.792 0
1.361 0.471 1
0.338 0.214 0
1.463 1.622 1
1.337 -0.479 1
1.784 -0.378 0
0.517 -0.805 1
1.806 -0.269 1
-0.860 0.608 0
1.899 0.762 1
1.018 -0.650 0
-0.345 1.419 1
0.856 1.571 0
0.223 -0.371 1
1.580 0.307 0
1.640 -0.127 1
0.671 1.818 0
0.165 1.522 0
-0.500 -0.081 0
0.612 1.167 0
-0.341 0.312 1
1.687 -0.043 0
1.297 1.925 0
1.313 0.930 0
0.450 1.239 0
0.974 -0.657 0
0.377 1.623 1
0.039 -0.987 1
0.894 0.671 1
1.101 0.643 1
1.705 0.531 1
-0.692 1.159 0
1.734 -0.761 1
0.697 1.042 1
0.464 -0.944 0
0.527 1.662 0
1.266 1.795 1
-0.386 1.613 1
1.730 0.161 1
1.661 1.042 0
1.007 1.080 0
0.593 1.987 0
0.132 0.032 0
-0.108 1.706 0
1.365 -0.611 1
0.930 0.015 1
0.521 1.742 1
-0.703 -0.383 1
-0.696 -0.759 0
1.143 -0.562 0
1.639 0.922 1
-0.496 1.960 1
0.008 -0.956 0
0.640 1.553 0
-0.219 0.422 1
1.366 1.809 0
0.551 -0.240 0
1.384 1.877 0
0.467 -0.016 1
-0.378 -0.206 0
-0.436 1.575 1
1.561 0.819 1
-0.897 -0.096 0
1.570 0.767 0
-0.102 -0.437 0
0.243 1.341 1
-0.347 0.701 0
-0.272 0.468 0
1.293 -0.646 0
1.061 -0.372 0
-0.699 1.781 0
0.503 1.193 0
1.047 1.799 1
-0.133 1.755 0
-0.878 -0.891 0
0.858 -0.538 0
-0.323 1.639 1
1.402 0.351 0
1.746 -0.131 0
-0.021 -0.318 0
-0.409 0.170 0
1.961 1.268 0
-0.976 0.134 1
0.939 -0.185 1
-0.249 1.911 1
1.063 1.247 1
0.698 0.536 0
-0.631 0.047 1
1.344 1.269 1
0.116 0.584 1
-0.938 -0.075 0
1.119 1.451 1
0.443 1.208 0
0.082 -0.203 0
1.637 0.043 1
-0.069 0.658 0
0.678 0.912 1
1.147 1.294 1
-0.172 0.185 0
-0.899 1.520 1
0.901 0.455 1
1.385 1.039 1
-0.400 -0.129 1
-0.852 1.776 1
-0.148 1.468 0
0.426 0.215 1
0.138 0.507 0
-0.522 -0.276 1
-0.172 0.802 0
-0.879 0.897 1
1.515 0.057 0
-0.944 -0.118 0
0.346 1.197 1
1.210 0.716 1
-0.639 1.705 0
-0.935 -0.343 0
-0.184 -0.049 0
1.992 1.521 0
-0.472 0.527 0
1.581 -0.988 0
-0.801 0.581 1
-0.017 -0.944 0
1.756 -0.850 0
1.233 0.133 1
1.681 -0.505 0
1.591 1.615 0
0.343 1.428 1
-0.128 0.093 1
-0.664 1.656 0
0.780 -0.283 1
1.806 -0.898 1
-0.760 0.523 0
0.793 -0.752 1
-0.266 0.770 0
-0.446 -0.534 0
1.632 1.273 1
0.904 0.348 0
1.527 -0.264 1
1.548 1.041 1
0.568 -0.915 1
0.411 -0.417 1
1.790 -0.199 1
-0.026 1.232 1
0.454 0.255 1
0.609 1.805 0
0.374 -0.961 1
-0.093 0.004 0
-0.746 -0.698 1
0.016 -0.244 0
0.019 0.080 1
1.975 -0.458 1
0.152 1.633 1
-0.959 1.732 1
1.023 0.775 1
-0.969 -0.081 0
1.223 0.210 0
0.647 1.251 1
0.903 1.865 0
1.815 -0.235 1
-0.903 -0.780 1
1.017 -0.280 1
-0.933 1.646 0
0.624 1.932 1
0.625 0.735 0
0.228 1.103 1
0.477 1.637 0
0.976 0.160 0
0.549 -0.613 0
-0.093 -0.415 0
0.320 -0.755 1
1.279 0.747 1
0.163 0.026 0
-0.093 -0.760 1
0.669 0.434 1
-0.504 1.211 1
0.988 1.394 1
-0.030 -0.303 0
-0.846 1.388 1
1.811 0.958 0
0.429 -0.214 1
0.390 1.808 0
0.627 -0.818 0
0.299 1.952 0
1.451 0.722 1
1.686 0.315 1
0.828 1.444 1
0.589 -0.622 0
0.239 -0.392 1
0.267 -0.487 0
-0.946 -0.972 0
0.534 1.311 0
-0.134 0.408 0
1.094 0.921 0
0.823 0.673 0
0.874 -0.621 1
1.962 0.306 1
-0.646 1.946 1
1.542 0.677 0
-0.095 1.435 1
0.379 0.378 1
0.120 -0.449 0
-0.825 -0.443 0
-0.854 0.219 0
0.857 0.251 0
1.021 1.922 0
-0.093 -0.279 1
-0.995 1.028 1
0.694 0.780 0
0.911 0.132 0
1.812 0.132 0
-0.557 0.381 1
0.407 -0.297 1
1.528 1.811 0
1.519 1.975 0
-0.353 -0.317 1
-0.595 1.317 0
-0.829 0.812 0
-0.120 1.324 0
-0.309 -0.100 1
-0.351 1.142 1
-0.644 -0.126 1
0.637 1.809 0
1.204 1.215 0
-0.675 -0.417 1
0.492 -0.706 0
-0.915 -0.719 0
1.037 1.703 0
0.508 -0.395 1
0.542 -0.410 0
-0.258 1.482 1
1.933 0.993 1
0.826 0.393 1
-0.309 0.171 1
0.017 1.708 1
1.186 -0.062 0
-0.868 -0.980 1
-0.988 -0.001 1
-0.127 -0.523 1
-0.684 -0.722 0
0.166 0.116 0
1.136 0.258 1
1.494 -0.804 0
1.730 0.309 1
0.225 0.533 0
0.914 0.024 1
1.954 1.829 1
1.391 1.550 1
1.827 0.012 1
-0.913 -0.074 0
-0.117 1.561 0
-0.516 0.409 1
0.380 1.848 1
-0.048 1.815 0
1.133 -0.534 0
1.083 -0.153 0
-0.153 0.562 1
-0.974 1.432 1
-0.554 1.173 1
0.818 -0.949 1
0.412 1.559 0
-0.282 1.075 1
1.116 1.534 1
0.541 1.095 0
0.150 0.803 1
1.990 0.260 0
0.662 1.291 1
1.992 1.608 1
1.690 -0.521 1
-0.973 0.397 1
0.493 1.739 1
1.467 0.441 0
-0.115 -0.338 1
-0.096 -0.554 0
-0.430 1.397 0
1.486 0.337 1
1.475 1.980 1
0.250 0.595 0
-0.920 0.672 1
0.456 1.590 0
1.756 -0.714 1
-0.083 1.916 1
1.096 -0.473 1
-0.661 1.720 1
-0.753 -0.680 1
1.646 0.040 1
0.247 0.148 0
1.320 0.134 1
0.356 1.379 1
-0.267 1.818 0
1.387 -0.392 1
1.475 1.795 1
-0.956 1.982 0
0.696 1.991 1
0.254 -0.463 0
-0.568 1.888 1
0.498 -0.466 0
0.943 1.856 0
-0.853 -0.212 0
-0.956 -0.513 0
1.792 1.001 1
-0.563 -0.070 1
0.582 0.100 1
1.050 1.222 1
1.555 0.566 1
0.364 -0.378 0
-0.032 0.770 0
0.748 -0.055 0
-0.362 -0.696 1
-0.204 0.894 1
1.268 -0.684 1
-0.344 0.396 0
1.784 -0.156 0
1.364 -0.069 0
1.667 1.147 1
1.181 1.871 0
-0.713 0.039 1
0.920 -0.192 1
-0.762 -0.775 0
-0.714 0.890 1
1.667 0.629 0
0.205 -0.846 1
-0.388 0.734 1
-0.843 1.860 1
-0.669 -0.090 0
1.514 0.821 1
0.640 1.750 0
0.867 -0.257 1
0.242 -0.599 1
1.366 1.550 1
0.063 -0.098 1
0.047 0.725 1
-0.415 -0.490 0
1.169 1.637 0
-0.822 0.041 0
-0.453 -0.121 0
-0.566 0.198 0
1.885 1.600 1
-0.498 0.909 0
-0.891 -0.164 1
0.419 0.653 1
0.700 0.847 1
1.444 1.801 1
-0.971 1.448 1
1.392 0.946 0
1.688 1.342 1
1.966 -0.764 1
-0.174 -0.546 1
1.093 -0.291 1
1.479 1.268 0
0.253 0.623 0
0.906 1.152 0
1.818 -0.207 1
0.924 -0.300 0
-0.620 0.922 1
1.234 -0.940 1
0.087 0.938 1
0.764 0.269 1
0.976 0.321 1
1.994 -0.415 0
0.307 0.441 0
-0.705 1.825 0
1.893 -0.108 1
-0.741 -0.310 0
0.440 1.821 0
1.036 0.109 1
1.872 -0.734 0
-0.339 1.561 0
0.672 1.485 1
0.394 0.418 1
